"","town","townUK","latuk","lonuk","lat","lon","geom"
"1","Aachen","Halifax, West Yorkshire",53.725,-1.863,50.7833,6.0833,"LINESTRING (-1.863 53.725, 6.0833 50.7833)"
"3","Aalen","Christchurch, Dorset",50.73,-1.78,48.8333,10.1,"LINESTRING (-1.78 50.73, 10.1 48.8333)"
"4","Abbeville","Burgess Hill",50.9535,-0.1262,50.1058,1.8358,"LINESTRING (-0.1262 50.9535, 1.8358 50.1058)"
"6","Achim, Wolfenbüttel","Launceston, Cornwall",50.635,-4.354,52.0606,10.6117,"LINESTRING (-4.354 50.635, 10.6117 52.0606)"
"7","Agen","Llanelli",51.684,-4.163,44.2049,0.6212,"LINESTRING (-4.163 51.684, 0.6212 44.2049)"
"11","Albert, Somme","Ulverston",54.193,-3.09,50.0028,2.6528,"LINESTRING (-3.09 54.193, 2.6528 50.0028)"
"16","Alcalá de Henares","Peterborough",52.5833,-0.25,40.4667,-3.3667,"LINESTRING (-0.25 52.5833, -3.3667 40.4667)"
"17","Alençon","Basingstoke and Deane",51.256,-1.111,48.4306,0.0931,"LINESTRING (-1.111 51.256, 0.0931 48.4306)"
"19","Alfeld","Wakefield",53.6801,-1.492,51.9886,9.8269,"LINESTRING (-1.492 53.6801, 9.8269 51.9886)"
"20","Algiers","City of London",51.5155,-0.0922,36.7667,3.2167,"LINESTRING (-0.0922 51.5155, 3.2167 36.7667)"
"21","Alkmaar","Bath, Somerset",51.38,-2.36,52.6333,4.75,"LINESTRING (-2.36 51.38, 4.75 52.6333)"
"23","Almelo","Preston, Lancashire",53.759,-2.699,52.35,6.6667,"LINESTRING (-2.699 53.759, 6.6667 52.35)"
"24","Alsfeld","New Mills",53.367,-2.007,50.7511,9.2711,"LINESTRING (-2.007 53.367, 9.2711 50.7511)"
"29","Altena","Blackburn",53.7449,-2.4769,51.3,7.6667,"LINESTRING (-2.4769 53.7449, 7.6667 51.3)"
"30","Altendiez","Burton Latimer",52.365,-0.678,50.3714,7.985,"LINESTRING (-0.678 52.365, 7.985 50.3714)"
"31","Alzey","Harpenden",51.8175,-0.3524,49.7517,8.1161,"LINESTRING (-0.3524 51.8175, 8.1161 49.7517)"
"32","Amfreville, Calvados","Dolton, Devon",50.8833,-4.0333,49.2483,-0.235,"LINESTRING (-4.0333 50.8833, -0.235 49.2483)"
"33","Amiens","Darlington",54.527,-1.5526,49.892,2.299,"LINESTRING (-1.5526 54.527, 2.299 49.892)"
"34","Amstelveen","Woking",51.3162,-0.561,52.3,4.85,"LINESTRING (-0.561 51.3162, 4.85 52.3)"
"35","Amsterdam","Manchester",53.4667,-2.2333,52.3667,4.9,"LINESTRING (-2.2333 53.4667, 4.9 52.3667)"
"36","Ancenis","Kirkham, Lancashire",53.782,-2.87,47.3733,-1.2936,"LINESTRING (-2.87 53.782, -1.2936 47.3733)"
"37","Anchorage, Alaska","Whitby",54.4858,-0.6206,61.2167,-149.9,"LINESTRING (-0.6206 54.4858, -149.9 61.2167)"
"38","Anderlecht","London Borough of Hammersmith and Fulham",51.5,-0.25,50.8333,4.3333,"LINESTRING (-0.25 51.5, 4.3333 50.8333)"
"39","Andernach","Farnham",51.21,-0.8,50.4397,7.4017,"LINESTRING (-0.8 51.21, 7.4017 50.4397)"
"40","Anderson, South Carolina","Carrickfergus",54.716,-5.809,34.5144,-82.6489,"LINESTRING (-5.809 54.716, -82.6489 34.5144)"
"41","Andrésy","Oundle",52.48,-0.472,48.9817,2.0592,"LINESTRING (-0.472 52.48, 2.0592 48.9817)"
"42","Angers","Wigan",53.5448,-2.6318,47.4736,-0.5542,"LINESTRING (-2.6318 53.5448, -0.5542 47.4736)"
"43","Angoulême","Bury",53.593,-2.298,45.65,0.16,"LINESTRING (-2.298 53.593, 0.16 45.65)"
"45","Annapolis, Maryland","Newport, Pembrokeshire",52.0198,-4.8361,38.9729,-76.5012,"LINESTRING (-4.8361 52.0198, -76.5012 38.9729)"
"46","Annecy","Cheltenham",51.8833,-2.0667,45.916,6.133,"LINESTRING (-2.0667 51.8833, 6.133 45.916)"
"47","Annonay","Chelmsford",51.7361,0.4798,45.2408,4.6714,"LINESTRING (0.4798 51.7361, 4.6714 45.2408)"
"51","Ardmore, County Waterford","Ashburton, Devon",50.517,-3.751,51.951,-7.7232,"LINESTRING (-3.751 50.517, -7.7232 51.951)"
"52","Arezzo","Borough of Bedford",52.1344,-0.4631,43.4733,11.87,"LINESTRING (-0.4631 52.1344, 11.87 43.4733)"
"54","Arles","Wisbech",52.6642,0.1603,43.6767,4.6278,"LINESTRING (0.1603 52.6642, 4.6278 43.6767)"
"55","Arlon","Market Drayton",52.9044,-2.4848,49.6833,5.8167,"LINESTRING (-2.4848 52.9044, 5.8167 49.6833)"
"56","Armentières","Stalybridge",53.4834,-2.04,50.6881,2.8811,"LINESTRING (-2.04 53.4834, 2.8811 50.6881)"
"57","Arnhem","London Borough of Croydon",51.3333,-0.0833,51.9833,5.9167,"LINESTRING (-0.0833 51.3333, 5.9167 51.9833)"
"59","Arnhem","Coventry",52.4081,-1.5106,51.9833,5.9167,"LINESTRING (-1.5106 52.4081, 5.9167 51.9833)"
"65","Arnsberg","London Borough of Bexley",51.4167,0.1333,51.3833,8.0833,"LINESTRING (0.1333 51.4167, 8.0833 51.3833)"
"66","Arras","Ipswich",52.0594,1.1556,50.2897,2.7808,"LINESTRING (1.1556 52.0594, 2.7808 50.2897)"
"68","Ashburton, New Zealand","Ashburton, Devon",50.517,-3.751,-43.9056,171.7456,"LINESTRING (-3.751 50.517, 171.7456 -43.9056)"
"71","Aubergenville","Horndean",50.9136,-0.9961,48.959,1.855,"LINESTRING (-0.9961 50.9136, 1.855 48.959)"
"72","Aubers","Wadhurst",51.06,0.34,50.5961,2.8258,"LINESTRING (0.34 51.06, 2.8258 50.5961)"
"73","Audierne","Penryn, Cornwall",50.169,-5.107,48.025,-4.5406,"LINESTRING (-5.107 50.169, -4.5406 48.025)"
"74","Audrieu","Bradworthy",50.89,-4.39,49.21,-0.5922,"LINESTRING (-4.39 50.89, -0.5922 49.21)"
"76","Authie, Calvados","North Baddesley",50.9779,-1.4375,49.2067,-0.4306,"LINESTRING (-1.4375 50.9779, -0.4306 49.2067)"
"77","Autun","Stevenage",51.9,-0.2,46.9517,4.2994,"LINESTRING (-0.2 51.9, 4.2994 46.9517)"
"79","Avignon","Colchester",51.8917,0.903,43.95,4.81,"LINESTRING (0.903 51.8917, 4.81 43.95)"
"81","Avranches","Crediton",50.7924,-3.6514,48.685,-1.3556,"LINESTRING (-3.6514 50.7924, -1.3556 48.685)"
"83","Ay, Marne","Newton Abbot",50.5403,-3.6087,49.0561,4.004,"LINESTRING (-3.6087 50.5403, 4.004 49.0561)"
"84","Azincourt","Middleham",54.2859,-1.8087,50.46,2.13,"LINESTRING (-1.8087 54.2859, 2.13 50.46)"
"85","Babadag","Tansley",53.1321,-1.5175,44.8981,28.7419,"LINESTRING (-1.5175 53.1321, 28.7419 44.8981)"
"86","Backnang","Chelmsford",51.7361,0.4798,48.9464,9.4306,"LINESTRING (0.4798 51.7361, 9.4306 48.9464)"
"87","Bad Brückenau","Kirkham, Lancashire",53.782,-2.87,50.3094,9.7906,"LINESTRING (-2.87 53.782, 9.7906 50.3094)"
"88","Bad Dürkheim","Wells, Somerset",51.2073,-2.6519,49.4594,8.1681,"LINESTRING (-2.6519 51.2073, 8.1681 49.4594)"
"89","Bad Ems","Droitwich Spa",52.267,-2.153,50.3381,7.7106,"LINESTRING (-2.153 52.267, 7.7106 50.3381)"
"90","Bad Essen","Totnes",50.432,-3.684,52.3214,8.34,"LINESTRING (-3.684 50.432, 8.34 52.3214)"
"91","Bad Gandersheim","Skegness",53.14,0.34,51.8719,10.0253,"LINESTRING (0.34 53.14, 10.0253 51.8719)"
"92","Bad Godesberg","Royal Borough of Windsor and Maidenhead",51.4667,-0.6667,50.6833,7.15,"LINESTRING (-0.6667 51.4667, 7.15 50.6833)"
"94","Bad Kötzting","Sherborne",50.9469,-2.5171,49.1769,12.855,"LINESTRING (-2.5171 50.9469, 12.855 49.1769)"
"98","Bad Laasphe","Tamworth, Staffordshire",52.633,-1.695,50.9303,8.4167,"LINESTRING (-1.695 52.633, 8.4167 50.9303)"
"99","Bad Nauheim","Buxton",53.259,-1.911,50.3667,8.75,"LINESTRING (-1.911 53.259, 8.75 50.3667)"
"101","Bad Oeynhausen","Wear Valley",54.716,-1.925,52.2,8.8,"LINESTRING (-1.925 54.716, 8.8 52.2)"
"102","Bad Vilbel","Glossop",53.4435,-1.9489,50.1781,8.7361,"LINESTRING (-1.9489 53.4435, 8.7361 50.1781)"
"103","Bad Wildungen","Saffron Walden",52.0262,0.2449,51.1167,9.1167,"LINESTRING (0.2449 52.0262, 9.1167 51.1167)"
"104","Bad Wurzach","Wallingford, Oxfordshire",51.599,-1.125,47.9094,9.8994,"LINESTRING (-1.125 51.599, 9.8994 47.9094)"
"105","Baesweiler","Easington, County Durham",54.78,-1.35,50.9,6.1833,"LINESTRING (-1.35 54.78, 6.1833 50.9)"
"107","Baiersbronn","Midhurst",50.985,-0.74,48.5058,8.3711,"LINESTRING (-0.74 50.985, 8.3711 48.5058)"
"108","Baku, Ghana","Kings Langley",51.7156,-0.4569,5.5833,-1.0333,"LINESTRING (-0.4569 51.7156, -1.0333 5.5833)"
"109","Bala, Ontario","Bala, Gwynedd",52.911,-3.596,45.0167,-79.6167,"LINESTRING (-3.596 52.911, -79.6167 45.0167)"
"111","Ballon, Sarthe","Billinghay",53.0792,-0.2811,48.1767,0.2358,"LINESTRING (-0.2811 53.0792, 0.2358 48.1767)"
"112","Ballots, Mayenne","Hatherleigh",50.8167,-4.0667,47.8958,-1.0458,"LINESTRING (-4.0667 50.8167, -1.0458 47.8958)"
"113","Bamberg","Bedford",52.1337,-0.4577,49.9,10.9,"LINESTRING (-0.4577 52.1337, 10.9 49.9)"
"114","Banjul","Grimsby",53.5595,-0.068,13.4531,-16.5775,"LINESTRING (-0.068 53.5595, -16.5775 13.4531)"
"115","Banská Bystrica","Durham, England",54.7761,-1.5733,48.7325,19.1492,"LINESTRING (-1.5733 54.7761, 19.1492 48.7325)"
"120","Barbizon","East Bergholt",51.9759,1.0168,48.4467,2.6056,"LINESTRING (1.0168 51.9759, 2.6056 48.4467)"
"122","Barmstedt","Polegate",50.8216,0.2442,53.7833,9.7667,"LINESTRING (0.2442 50.8216, 9.7667 53.7833)"
"126","Barmstedt","Oakham",52.6705,-0.7333,53.7833,9.7667,"LINESTRING (-0.7333 52.6705, 9.7667 53.7833)"
"130","Barnet, Vermont","London Borough of Barnet",51.6254,-0.1527,44.3081,-72.0833,"LINESTRING (-0.1527 51.6254, -72.0833 44.3081)"
"131","Barnstable, Massachusetts","Barnstaple",51.08,-4.06,41.7,-70.3,"LINESTRING (-4.06 51.08, -70.3 41.7)"
"133","Barsbüttel","Callington, Cornwall",50.503,-4.316,53.5667,10.1667,"LINESTRING (-4.316 50.503, 10.1667 53.5667)"
"134","Bassum","Spilsby",53.1727,0.0931,52.8494,8.7267,"LINESTRING (0.0931 53.1727, 8.7267 52.8494)"
"136","Bavent","Stoke Canon",50.7667,-3.5,49.2317,-0.1847,"LINESTRING (-3.5 50.7667, -0.1847 49.2317)"
"137","Bayeux","Dorchester, Dorset",50.7154,-2.4367,49.2794,-0.7028,"LINESTRING (-2.4367 50.7154, -0.7028 49.2794)"
"139","Beaune","Berkhamsted",51.76,-0.56,47.025,4.8397,"LINESTRING (-0.56 51.76, 4.8397 47.025)"
"140","Beauvais","Maidstone",51.272,0.529,49.4303,2.0952,"LINESTRING (0.529 51.272, 2.0952 49.4303)"
"141","Bebra","Knaresborough",54.0084,-1.467,50.9711,9.7903,"LINESTRING (-1.467 54.0084, 9.7903 50.9711)"
"143","Beijing","Woodhall Spa",53.1515,-0.2183,39.9139,116.3917,"LINESTRING (-0.2183 53.1515, 116.3917 39.9139)"
"144","Beira, Mozambique","Bristol",51.45,-2.5833,-19.8333,34.85,"LINESTRING (-2.5833 51.45, 34.85 -19.8333)"
"145","Belfast, Maine","Belfast",54.597,-5.93,44.4258,-69.0117,"LINESTRING (-5.93 54.597, -69.0117 44.4258)"
"146","Belfort","Stafford",52.8066,-2.1171,47.64,6.85,"LINESTRING (-2.1171 52.8066, 6.85 47.64)"
"147","Belgorod","Wakefield",53.6801,-1.492,50.6,36.6,"LINESTRING (-1.492 53.6801, 36.6 50.6)"
"148","Belgrade","Coventry",52.4081,-1.5106,44.8167,20.4667,"LINESTRING (-1.5106 52.4081, 20.4667 44.8167)"
"153","Belleville, Michigan","Machynlleth",52.591,-3.849,42.2,-83.4833,"LINESTRING (-3.849 52.591, -83.4833 42.2)"
"155","Bengbu","Tameside",53.49,-2.0942,32.9167,117.3833,"LINESTRING (-2.0942 53.49, 117.3833 32.9167)"
"156","Bénodet","Torpoint",50.376,-4.205,47.8749,-4.1037,"LINESTRING (-4.205 50.376, -4.1037 47.8749)"
"157","Bénouville, Calvados","Lynton",51.2304,-3.8364,49.2417,-0.2786,"LINESTRING (-3.8364 51.2304, -0.2786 49.2417)"
"158","Bensheim","Amersham",51.6769,-0.6034,49.6667,8.6167,"LINESTRING (-0.6034 51.6769, 8.6167 49.6667)"
"159","Beppu, Ōita","Bath, Somerset",51.38,-2.36,33.2795,131.5,"LINESTRING (-2.36 51.38, 131.5 33.2795)"
"160","Bergen, Lower Saxony","Pembroke, Pembrokeshire",51.676,-4.9158,52.8103,9.9611,"LINESTRING (-4.9158 51.676, 9.9611 52.8103)"
"164","Bergisch Gladbach","Luton",51.9,-0.4333,51.1,7.1167,"LINESTRING (-0.4333 51.9, 7.1167 51.1)"
"170","Berlin","Woodhall Spa",53.1515,-0.2183,52.5167,13.3833,"LINESTRING (-0.2183 53.1515, 13.3833 52.5167)"
"171","Bernay, Eure","Haslemere",51.09,-0.712,49.09,0.6,"LINESTRING (-0.712 51.09, 0.6 49.09)"
"172","Beruwala","Reading, Berkshire",51.4542,-0.9731,6.4667,79.9833,"LINESTRING (-0.9731 51.4542, 79.9833 6.4667)"
"174","Besançon","Kirklees",53.593,-1.801,47.2431,6.0219,"LINESTRING (-1.801 53.593, 6.0219 47.2431)"
"175","Besigheim","Newton Abbot",50.5403,-3.6087,48.9983,9.1417,"LINESTRING (-3.6087 50.5403, 9.1417 48.9983)"
"176","Béthune","Hastings",50.8563,0.5729,50.5303,2.6408,"LINESTRING (0.5729 50.8563, 2.6408 50.5303)"
"180","Béziers","Stockport",53.4083,-2.1494,43.3476,3.219,"LINESTRING (-2.1494 53.4083, 3.219 43.3476)"
"182","Bielany","London Borough of Ealing",51.5,-0.3333,52.2889,20.9339,"LINESTRING (-0.3333 51.5, 20.9339 52.2889)"
"183","Bielefeld","Enniskillen",54.345,-7.64,52.0167,8.5167,"LINESTRING (-7.64 54.345, 8.5167 52.0167)"
"185","Bielefeld","Rochdale",53.6136,-2.161,52.0167,8.5167,"LINESTRING (-2.161 53.6136, 8.5167 52.0167)"
"195","Billerica, Massachusetts","Billericay",51.628,0.4184,42.5583,-71.2694,"LINESTRING (0.4184 51.628, -71.2694 42.5583)"
"197","Bingen am Rhein","Hitchin",51.947,-0.283,49.9667,7.9,"LINESTRING (-0.283 51.947, 7.9 49.9667)"
"202","Blaubeuren","Brecknockshire",52,-3.4167,48.4119,9.785,"LINESTRING (-3.4167 52, 9.785 48.4119)"
"203","Blois","Lewes",50.8756,0.0179,47.5939,1.3281,"LINESTRING (0.0179 50.8756, 1.3281 47.5939)"
"204","Bloomington, Illinois","Canterbury",51.275,1.087,40.4842,-88.9936,"LINESTRING (1.087 51.275, -88.9936 40.4842)"
"205","Bluefields","London Borough of Lambeth",51.4602,-0.1214,12,-83.75,"LINESTRING (-0.1214 51.4602, -83.75 12)"
"206","Bocholt, Germany","Rossendale",53.6833,-2.25,51.8333,6.6167,"LINESTRING (-2.25 53.6833, 6.6167 51.8333)"
"207","Bochum","Sheffield",53.3836,-1.4669,51.4819,7.2158,"LINESTRING (-1.4669 53.3836, 7.2158 51.4819)"
"208","Bockenem","Thornbury, South Gloucestershire",51.6094,-2.5249,52.0117,10.1319,"LINESTRING (-2.5249 51.6094, 10.1319 52.0117)"
"209","Bodilis","Holbeton",50.335,-3.949,48.5308,-4.1156,"LINESTRING (-3.949 50.335, -4.1156 48.5308)"
"210","Bogotá","Woodhall Spa",53.1515,-0.2183,4.5981,-74.0758,"LINESTRING (-0.2183 53.1515, -74.0758 4.5981)"
"213","Bologna","Coventry",52.4081,-1.5106,44.5075,11.3514,"LINESTRING (-1.5106 52.4081, 11.3514 44.5075)"
"214","Bondues","Haywards Heath",51.0048,-0.0979,50.7022,3.0939,"LINESTRING (-0.0979 51.0048, 3.0939 50.7022)"
"215","Bonn","Oxford",51.7519,-1.2578,50.734,7.0998,"LINESTRING (-1.2578 51.7519, 7.0998 50.734)"
"219","Bonn","Belfast",54.597,-5.93,50.734,7.0998,"LINESTRING (-5.93 54.597, 7.0998 50.734)"
"223","Bonnebosq","Cheriton Fitzpaine",50.8438,-3.6101,49.2056,0.0786,"LINESTRING (-3.6101 50.8438, 0.0786 49.2056)"
"224","Bonnétable","Horncastle, Lincolnshire",53.208,-0.114,48.1833,0.4333,"LINESTRING (-0.114 53.208, 0.4333 48.1833)"
"226","Boppard","Truro",50.26,-5.051,50.2314,7.5908,"LINESTRING (-5.051 50.26, 7.5908 50.2314)"
"228","Bordeaux","Bristol",51.45,-2.5833,44.84,-0.58,"LINESTRING (-2.5833 51.45, -0.58 44.84)"
"230","Bottrop","Blackpool",53.8142,-3.0503,51.5247,6.9228,"LINESTRING (-3.0503 53.8142, 6.9228 51.5247)"
"231","Bouchain","Halesworth",52.342,1.506,50.2844,3.3178,"LINESTRING (1.506 52.342, 3.3178 50.2844)"
"234","Boulon","Dunsford",50.69,-3.682,49.0486,-0.3917,"LINESTRING (-3.682 50.69, -0.3917 49.0486)"
"236","Bourges","Peterborough",52.5833,-0.25,47.0844,2.3964,"LINESTRING (-0.25 52.5833, 2.3964 47.0844)"
"238","Bovenden","Dursley",51.6811,-2.3543,51.5897,9.9222,"LINESTRING (-2.3543 51.6811, 9.9222 51.5897)"
"239","Boxford, Massachusetts","Boxford, Suffolk",52.033,0.867,42.6611,-70.9972,"LINESTRING (0.867 52.033, -70.9972 42.6611)"
"241","Bramsche","Todmorden",53.713,-2.096,52.4,7.9833,"LINESTRING (-2.096 53.713, 7.9833 52.4)"
"242","Brasparts","Ilsington",50.5667,-3.7333,48.3008,-3.9542,"LINESTRING (-3.7333 50.5667, -3.9542 48.3008)"
"243","Braunfels","Newbury, Berkshire",51.4009,-1.3235,50.5167,8.3833,"LINESTRING (-1.3235 51.4009, 8.3833 50.5167)"
"244","Braunschweig","Bath, Somerset",51.38,-2.36,52.2667,10.5167,"LINESTRING (-2.36 51.38, 10.5167 52.2667)"
"245","Bregenz","Bangor, County Down",54.66,-5.67,47.505,9.7492,"LINESTRING (-5.67 54.66, 9.7492 47.505)"
"246","Bréhal","Lydney",51.7286,-2.5285,48.8992,-1.5106,"LINESTRING (-2.5285 51.7286, -1.5106 48.8992)"
"247","Bremen","Dudley",52.508,-2.089,53.0833,8.8,"LINESTRING (-2.089 52.508, 8.8 53.0833)"
"248","Bremerhaven","Grimsby",53.5595,-0.068,53.55,8.5833,"LINESTRING (-0.068 53.5595, 8.5833 53.55)"
"249","Brentwood, Tennessee","Brentwood, Essex",51.6204,0.305,35.9982,-86.7926,"LINESTRING (0.305 51.6204, -86.7926 35.9982)"
"250","Brest, France","Plymouth",50.3714,-4.1422,48.39,-4.49,"LINESTRING (-4.1422 50.3714, -4.49 48.39)"
"254","Breuillet, Essonne","Ammanford",51.8,-3.993,48.5658,2.1706,"LINESTRING (-3.993 51.8, 2.1706 48.5658)"
"255","Bricquebec","New Alresford",51.0907,-1.1612,49.4667,-1.6333,"LINESTRING (-1.1612 51.0907, -1.6333 49.4667)"
"256","Bridgetown","London Borough of Hackney",51.5333,-0.0833,13.1058,-59.6131,"LINESTRING (-0.0833 51.5333, -59.6131 13.1058)"
"259","Brooklyn","London Borough of Lambeth",51.4602,-0.1214,40.6928,-73.9903,"LINESTRING (-0.1214 51.4602, -73.9903 40.6928)"
"262","Brunoy","Reigate and Banstead",51.249,-0.16,48.6979,2.5044,"LINESTRING (-0.16 51.249, 2.5044 48.6979)"
"264","Büddenstedt","Northam, Devon",51.0393,-4.2104,52.1667,11,"LINESTRING (-4.2104 51.0393, 11 52.1667)"
"265","Buffalo, New York","Wolverhampton",52.5833,-2.1333,42.9047,-78.8494,"LINESTRING (-2.1333 52.5833, -78.8494 42.9047)"
"266","Bundoran","Sherborne",50.9469,-2.5171,54.4754,-8.2838,"LINESTRING (-2.5171 50.9469, -8.2838 54.4754)"
"270","Cabourg","Salcombe",50.237,-3.782,49.288,-0.1163,"LINESTRING (-3.782 50.237, -0.1163 49.288)"
"271","Caen","Coventry",52.4081,-1.5106,49.18,-0.37,"LINESTRING (-1.5106 52.4081, -0.37 49.18)"
"275","Caen","Portsmouth",50.8167,-1.0833,49.18,-0.37,"LINESTRING (-1.0833 50.8167, -0.37 49.18)"
"279","Calais","Dover",51.1295,1.3089,50.95,1.85,"LINESTRING (1.3089 51.1295, 1.85 50.95)"
"280","Calan, Morbihan","St Buryan",50.075,-5.621,47.8767,-3.3208,"LINESTRING (-5.621 50.075, -3.3208 47.8767)"
"284","Cambrai","Gravesham",51.409,0.399,50.1767,3.2356,"LINESTRING (0.399 51.409, 3.2356 50.1767)"
"285","Cambremer","Witheridge",50.9169,-3.7008,49.1528,0.0483,"LINESTRING (-3.7008 50.9169, 0.0483 49.1528)"
"286","Cambridge, Massachusetts","Cambridge",52.205,0.119,42.3736,-71.1106,"LINESTRING (0.119 52.205, -71.1106 42.3736)"
"290","Cambridge, Massachusetts","London Borough of Southwark",51.45,-0.0833,42.3736,-71.1106,"LINESTRING (-0.0833 51.45, -71.1106 42.3736)"
"294","Cannes","Royal Borough of Kensington and Chelsea",51.5,-0.19,43.5513,7.0128,"LINESTRING (-0.19 51.5, 7.0128 43.5513)"
"295","Canteleu","New Milton",50.7522,-1.6544,49.4411,1.0261,"LINESTRING (-1.6544 50.7522, 1.0261 49.4411)"
"296","Canteloup, Calvados","Ide, Devon",50.7,-3.5667,49.1333,-0.1294,"LINESTRING (-3.5667 50.7, -0.1294 49.1333)"
"297","Carbonne","Monmouth",51.81,-2.72,43.2983,1.1867,"LINESTRING (-2.72 51.81, 1.1867 43.2983)"
"298","Carentan","Selby",53.7818,-1.0703,49.3,-1.25,"LINESTRING (-1.0703 53.7818, -1.25 49.3)"
"300","Carpiquet","North Baddesley",50.9779,-1.4375,49.1864,-0.4433,"LINESTRING (-1.4375 50.9779, -0.4433 49.1864)"
"301","Castelnuovo Magra","Burton Latimer",52.365,-0.678,44.1,10.0167,"LINESTRING (-0.678 52.365, 10.0167 44.1)"
"302","Castres","Wakefield",53.6801,-1.492,43.6,2.25,"LINESTRING (-1.492 53.6801, 2.25 43.6)"
"307","Celle","Tavistock, Devon",50.545,-4.15,52.6256,10.0825,"LINESTRING (-4.15 50.545, 10.0825 52.6256)"
"310","Cerizay","Chipping Ongar",51.703,0.244,46.8222,-0.6633,"LINESTRING (0.244 51.703, -0.6633 46.8222)"
"311","Český Krumlov","Llanwrtyd Wells",52.1054,-3.6411,48.8167,14.3167,"LINESTRING (-3.6411 52.1054, 14.3167 48.8167)"
"317","Champagnole","Dukinfield",53.4739,-2.0828,46.7481,5.9078,"LINESTRING (-2.0828 53.4739, 5.9078 46.7481)"
"318","Chantilly, Oise","Epsom and Ewell",51.3329,-0.2651,49.2,2.4667,"LINESTRING (-0.2651 51.3329, 2.4667 49.2)"
"320","Charlieu","Calne",51.4353,-2.0043,46.16,4.1725,"LINESTRING (-2.0043 51.4353, 4.1725 46.16)"
"321","Charlottenburg","London Borough of Lewisham",51.4167,-0.0333,52.5167,13.3,"LINESTRING (-0.0333 51.4167, 13.3 52.5167)"
"322","Chartres","Chichester",50.8365,-0.7792,48.456,1.484,"LINESTRING (-0.7792 50.8365, 1.484 48.456)"
"328","Chatsworth, Durban","London Borough of Redbridge",51.5667,0.0833,-29.91,30.885,"LINESTRING (0.0833 51.5667, 30.885 -29.91)"
"329","Chattanooga, Tennessee","Swindon",51.56,-1.78,35.0456,-85.2672,"LINESTRING (-1.78 51.56, -85.2672 35.0456)"
"331","Chaville","London Borough of Barnet",51.6254,-0.1527,48.8086,2.1886,"LINESTRING (-0.1527 51.6254, 2.1886 48.8086)"
"332","Cheltenham Township, Pennsylvania","Cheltenham",51.8833,-2.0667,40.0667,-75.1164,"LINESTRING (-2.0667 51.8833, -75.1164 40.0667)"
"333","Chemnitz","Manchester",53.4667,-2.2333,50.8333,12.9167,"LINESTRING (-2.2333 53.4667, 12.9167 50.8333)"
"337","Chicago","Birmingham",52.4831,-1.8936,41.8369,-87.6847,"LINESTRING (-1.8936 52.4831, -87.6847 41.8369)"
"338","Chimay","Ramsgate",51.336,1.416,50.05,4.3167,"LINESTRING (1.416 51.336, 4.3167 50.05)"
"339","Chinon","Tiverton, Devon",50.903,-3.488,47.1678,0.2436,"LINESTRING (-3.488 50.903, 0.2436 47.1678)"
"340","Chojna","Sherborne",50.9469,-2.5171,52.9667,14.4167,"LINESTRING (-2.5171 50.9469, 14.4167 52.9667)"
"344","Cholet","Solihull",52.413,-1.778,47.06,-0.8783,"LINESTRING (-1.778 52.413, -0.8783 47.06)"
"345","Chongqing","Leicester",52.6333,-1.1333,29.5583,106.5667,"LINESTRING (-1.1333 52.6333, 106.5667 29.5583)"
"346","Christchurch","Christchurch, Dorset",50.73,-1.78,-43.53,172.6203,"LINESTRING (-1.78 50.73, 172.6203 -43.53)"
"348","City of Sydney","Portsmouth",50.8167,-1.0833,-33.8667,151.2,"LINESTRING (-1.0833 50.8167, 151.2 -33.8667)"
"349","Civray, Vienne","Downham Market",52.6,0.39,46.1525,0.2942,"LINESTRING (0.39 52.6, 0.2942 46.1525)"
"350","Clamart","Scunthorpe",53.5809,-0.6502,48.8014,2.2628,"LINESTRING (-0.6502 53.5809, 2.2628 48.8014)"
"351","Clarendon Parish, Jamaica","London Borough of Haringey",51.6016,-0.1129,18,-77.2833,"LINESTRING (-0.1129 51.6016, -77.2833 18)"
"352","Clécy","Ermington, Devon",50.361,-3.9171,48.9169,-0.4817,"LINESTRING (-3.9171 50.361, -0.4817 48.9169)"
"353","Cléder","Ashburton, Devon",50.517,-3.751,48.6642,-4.1008,"LINESTRING (-3.751 50.517, -4.1008 48.6642)"
"355","Clermont, Oise","Sudbury, Suffolk",52.0417,0.7282,49.3797,2.4133,"LINESTRING (0.7282 52.0417, 2.4133 49.3797)"
"357","Clonmel","Reading, Berkshire",51.4542,-0.9731,52.3539,-7.7116,"LINESTRING (-0.9731 51.4542, -7.7116 52.3539)"
"358","Clover, South Carolina","Larne",54.851,-5.811,35.1122,-81.2269,"LINESTRING (-5.811 54.851, -81.2269 35.1122)"
"359","Cochabamba","Belfast",54.597,-5.93,-17.3833,-66.1667,"LINESTRING (-5.93 54.597, -66.1667 -17.3833)"
"360","Colmar","Hyde, Greater Manchester",53.4474,-2.082,48.0817,7.3556,"LINESTRING (-2.082 53.4474, 7.3556 48.0817)"
"361","Cologne","Liverpool",53.4,-3,50.9364,6.9528,"LINESTRING (-3 53.4, 6.9528 50.9364)"
"365","Cologne","Castle Point",51.54,0.58,50.9364,6.9528,"LINESTRING (0.58 51.54, 6.9528 50.9364)"
"369","Colombelles","Fremington, Devon",51.07,-4.11,49.205,-0.2961,"LINESTRING (-4.11 51.07, -0.2961 49.205)"
